dataverse,article,date,year,journal
JOP,Breaking the Judicial Glass Ceiling: The Appointment of Women to High Courts Worldwide,17/05/2020,2020,jop
JOP,Presidents on the Fast Track: Fighting Floor Amendments with Restrictive Rules,17/05/2020,2020,jop
JOP,"Replication Data for ""Elite Cleavage and the Rise of Capitalism under Authoritarianism: A Tale of Two Provinces in China""",05/05/2020,2020,jop
JOP,Power in Text: Implementing Networks and Institutional Complexity in American Law,23/04/2020,2020,jop
JOP,Electoral Administration in Fledgling Democracies: Experimental Evidence from Kenya,24/03/2020,2020,jop
JOP,Republican-Majority Appellate Panels Increase Execution Rates for Capital Defendants,19/03/2020,2020,jop
JOP,Ethnic Marginalization and (Non)Compliance in Public Health Emergencies,19/03/2020,2020,jop
JOP,The Review Process and the Citation Gap: The Role of the Editor’s Nudge,19/03/2020,2020,jop
JOP,How Do Voters Hold Politicians Accountable for Personal Welfare? Evidence of a Self-Serving Bias,19/03/2020,2020,jop
JOP,The Connections of Party Brokers,08/03/2020,2020,jop
JOP,​Leadership Styles and Political Survival of Chinese Communist Party Elites,08/03/2020,2020,jop
JOP,"""Why do voters support corrupt politicians? Experimental evidence from South Africa""",08/03/2020,2020,jop
JOP,Is the Political Right More Credulous?: Experimental Evidence Against Asymmetric Motivations to Believe False Political Information,04/02/2020,2020,jop
JOP,"Policy Effects, Partisanship, and Elections: How Medicaid Expansion Affected Public Opinion Toward the Affordable Care Act",04/02/2020,2020,jop
JOP,Anticipating Dissent: The Repression of Politicians in Pinochet's Chile,04/02/2020,2020,jop
JOP,Measuring Public Uncertainty about Candidate Ideology,28/01/2020,2020,jop
JOP,Reconsidering the Relationship between Authoritarianism and Republican Support in 2016 and Beyond,28/01/2020,2020,jop
JOP,"Political Agency, Election Quality, and Corruption",15/01/2020,2020,jop
JOP,Bean Counters: The Effect of Soy Tariffs on Change in Republican Vote Share between the 2016 and 2018 Elections,15/01/2020,2020,jop
JOP,"Replication data for: ""From Conquest to Centralization: Domestic Conflict and the Transition to Direct Rule""",15/01/2020,2020,jop
JOP,X Marks the Spot: Unlocking the Treasure of Spatial-X Models,07/12/2019,2019,jop
JOP,Congressional Oversight Revisited: Politics and Procedure in Agency Rulemaking,05/11/2019,2019,jop
JOP,The Stability and Durability of the U.S. Supreme Court’s Legitimacy,26/10/2019,2019,jop
JOP,Correlation with Time Explains the Relationship between Survey Nonresponse and Mass Polarization,26/10/2019,2019,jop
JOP,Stakeholder Participation in Policymaking: Evidence from Medicare Fee Schedule Revisions,26/10/2019,2019,jop
JOP,Rebel Leader Ascension and Wartime Sexual Violence,26/10/2019,2019,jop
JOP,"""The Populist Appeal: Personality and Anti-establishment Communication""",26/10/2019,2019,jop
JOP,Public Opinion in Subnational Politics,22/10/2019,2019,jop
JOP,"Busemeyer, Marius;Iversen, Torben, 2018, ""Replication Data for: Busemeyer, Marius/Iversen, Torben, 2018: The Welfare State with Private Alternatives.",06/10/2019,2019,jop
JOP,"Replication Data for ""Do Women Pay a Higher Price for Power? Gender bias in political violence in Sweden.""",25/09/2019,2019,jop
JOP,Family History and Attitudes Toward Outgroups: Evidence from the European Refugee Crisis,25/09/2019,2019,jop
JOP,"""Estimating Substantive Effects in Binary Outcome Panel Models: A Comparison""",06/09/2019,2019,jop
JOP,"Replication Data for ""Engineering informal institutions: Long run impacts of alternative dispute resolution on violence and property rights in Liberia""",06/09/2019,2019,jop
JOP,"Immigration, Voting Rights, and Redistribution : Evidence from Local Governments in Europe",01/09/2019,2019,jop
JOP,Valence Attacks Harm the Electoral Performance of the Left but not the Right,13/08/2019,2019,jop
JOP,"Extended Dependence: Trade, Alliances, and Peace",11/08/2019,2019,jop
JOP,Ideology of Affluence: Rich Americans' Explanations for Inequality and Redistributive Attitudes,11/08/2019,2019,jop
JOP,A Certain Type of Descriptive Representative? Understanding How Skin Tone and Gender Influences Black Politics,09/08/2019,2019,jop
JOP,Intraparty Polarization,09/08/2019,2019,jop
JOP,The Impact of Health Programs on Political Opinion: Evidence from Malaria Control in Tanzania,09/08/2019,2019,jop
JOP,"A Reanalysis of the Relationship between Indirect Rule, Ethnic Inclusion, and Decolonization",09/08/2019,2019,jop
JOP,A Conditional Model of Local Income Shock and Civil Conflict,01/08/2019,2019,jop
JOP,The Electoral Impact of Newly Enfranchised Groups: The Case of Women’s Suffrage in the United States.,24/07/2019,2019,jop
JOP,Private Sector Policymaking: Business Background and Politicians’ Behavior in Office,24/07/2019,2019,jop
JOP,The Political Logic of Government Disclosure: Evidence from Information Requests in Mexico,22/07/2019,2019,jop
JOP,Permissibility of Electoral Systems: A New Look at an Old Question,19/07/2019,2019,jop
JOP,The Intersection of Racial and Partisan Discrimination: Evidence from a Correspondence Study of Four-Year Colleges,19/07/2019,2019,jop
JOP,Traditional Leaders and the 2014-2015 Ebola Epidemic,19/07/2019,2019,jop
JOP,When Do Politicians Grandstand? Measuring Message Politics in Committee Hearings,05/07/2019,2019,jop
JOP,What Leads Racially Resentful Voters to Choose Black Candidates?,24/06/2019,2019,jop
JOP,Racial Sympathy and its Political Consequences,24/06/2019,2019,jop
JOP,Exit or Invest: Segregation increases investment in Public Schools,09/06/2019,2019,jop
JOP,The Effect of Electing Female Candidates on Attitudes Towards Intimate Partner Violence,07/06/2019,2019,jop
JOP,Do Welfare Benefits Pay Electoral Dividends? Evidence from the National Food Stamp Program Rollout,26/05/2019,2019,jop
JOP,Measuring the Consolidation of Power in Non-Democracies,09/05/2019,2019,jop
JOP,"Self-Confidence and Gender Gaps in Political Interest, Attention, and Efficacy",08/05/2019,2019,jop
JOP,Regional Governance in Divided Societies: Evidence from the Republic of Congo and Kenya,07/05/2019,2019,jop
JOP,Reputation and Organizational Politics: Inside the EU Commission,03/05/2019,2019,jop
JOP,Projecting confidence: How the probabilistic horserace confuses and demobilizes the public,01/05/2019,2019,jop
JOP,Does Campaign Spending Affect Election Outcomes? New Evidence from Transaction-Level Disbursement Data,01/05/2019,2019,jop
JOP,Does Police Repression Spur Everyday Cooperation: Evidence from Urban India,01/05/2019,2019,jop
JOP,From Political Mobilization to Electoral Participation:Turnout in Barcelona in the 1930s,01/05/2019,2019,jop
JOP,Politicians as Party Hacks: Party Loyalty and Public Distrust in Politicians,01/05/2019,2019,jop
JOP,Building Parties from City Hall: Party Membership and Municipal Government in Brazil,01/05/2019,2019,jop
JOP,A Dynamic Model of Primaries,25/04/2019,2019,jop
JOP,Information Technology and Political Engagement: Mixed Evidence from Uganda,21/04/2019,2019,jop
JOP,Replication Data for National and Subnational Identification in the Syrian Civil War,21/04/2019,2019,jop
JOP,"Replication Data for ""Can Institutions Make Voters Care about Corruption?""",21/04/2019,2019,jop
JOP,"Replication material for ""Coalition Policy Perceptions""",21/04/2019,2019,jop
JOP,"""Public Reactions to International Legal Institutions: The ICC in a Developing Democracy""",09/04/2019,2019,jop
JOP,"Replication Data for ""The Black Market Blues: The Political Costs of Illicit Currency Markets""",03/04/2019,2019,jop
JOP,The Environmental Costs of Civil War: A Synthetic Comparison of the Congolese Forests with and without the Great War of Africa,02/04/2019,2019,jop
JOP,The importance of candidate sex and partisan preference over time: A multiday study of voter decision-making,01/04/2019,2019,jop
JOP,"Gender Quotas, Women's Representation, and Legislative Diversity",26/03/2019,2019,jop
JOP,"Race, Party, and Representation in Criminal Justice Politics",20/03/2019,2019,jop
JOP,Police Violence and Public Perceptions: An Experimental Study of How Information and Endorsements Affect Support for Law Enforcement,20/03/2019,2019,jop
JOP,Lethal Force in Black and White: Assessing Racial Disparities in the Circumstances of Police Killings,20/03/2019,2019,jop
JOP,"Replication Data for ""How Governing as a Junior Coalition Partner Influences Electoral Outcomes""",20/03/2019,2019,jop
JOP,Combining Patronage and Merit in Public Sector Recruitment,20/03/2019,2019,jop
JOP,Moderation or Strategy? Political Giving by Corporations and Trade Groups,18/03/2019,2019,jop
JOP,Teflon Don? Or Politics as Usual? An Examination of Foreign Policy Flip-Flops in the Age of Trump,14/03/2019,2019,jop
JOP,Responsive Campaigning: Evidence from European Parties,12/03/2019,2019,jop
JOP,Understanding Partisan Cue Receptivity: Tests of Predictions from the Bounded Rationality and Expressive Utility Perspectives,03/03/2019,2019,jop
JOP,"Opportunistic election timing, a complement or substitute for economic manipulation?",28/02/2019,2019,jop
JOP,Social Welfare Policy Outputs and Governing Parties’ Left-Right Images: Do Voters Respond?,25/02/2019,2019,jop
JOP,Responsiveness If You Can Afford It: Policy Responsiveness in Good and Bad Economic Times,25/02/2019,2019,jop
JOP,"Leader Age, Death, and Political Liberalization in Dictatorships",25/02/2019,2019,jop
JOP,Industry Politicization and Interest Group Campaign Contribution Strategies,21/02/2019,2019,jop
JOP,Partisan Consumerism: Experimental Tests of Consumer Reactions to Corporate Political Activity,21/02/2019,2019,jop
JOP,Do Women Vote Less Correctly? The Effect of Gender on Ideological Proximity Voting and Correct Voting,21/02/2019,2019,jop
JOP,"DeSante and Smith (2019) ""Less is More""",15/02/2019,2019,jop
JOP,The Power to Hurt and the Effectiveness of International Sanctions,14/02/2019,2019,jop
JOP,Unequal Returns to Education: How Women Teachers Narrow the Gender Gap in Political Knowledge,14/02/2019,2019,jop
JOP,Does Voting Have Upstream and Downstream Consequences? Regression Discontinuity Tests of the Transformative Voting Hypothesis,06/02/2019,2019,jop
JOP,"Democracy under High Inequality: Capacity, Spending and Participation",06/02/2019,2019,jop
JOP,Presidential Success and the World Economy,02/02/2019,2019,jop
JOP,Endogenous Policymaking,02/02/2019,2019,jop
JOP,"Replication Data for It's Not Only What You Say, It's Also How You Say It: The Strategic Use of Campaign Sentiment",28/01/2019,2019,jop
JOP,Local Government Efficiency and Anti-Immigrant Violence,27/01/2019,2019,jop
JOP,"Replication Data for ""Dixie's Drivers: Core Values and the Southern Republican Realignment""",27/01/2019,2019,jop
JOP,Inequality Growth and Economic Policy Liberalism: An Updated Test of a Classic Theory,24/01/2019,2019,jop
JOP,No Easy Way Out: The Effect of Military Coups on State Repression,23/01/2019,2019,jop
JOP,"""What Explains Taxation by Resource-Rich Rebels? Evidence from the Islamic State in Syria""",23/01/2019,2019,jop
JOP,Why So Secretive? Unpacking Public Attitudes Towards Secrecy and Success in U.S. Foreign Policy,15/01/2019,2019,jop
JOP,"How Do Electoral Quotas Influence Political Competition? Evidence from Municipal, State, and National Elections in India",15/01/2019,2019,jop
JOP,"Larsen, Martin Vinæs and Olsen, Asmus Leth: Reducing Bias in Citizens’ Perception of Crime Rates: Evidence From a Field Experiment on Burglary Prevalence.",15/01/2019,2019,jop
JOP,Quid Pro Quo? Corporate Returns to Campaign Contributions,15/01/2019,2019,jop
JOP,"Replication Data for ""Bureaucratic Capacity and Class Voting: Evidence from Across the World and the United States""",15/01/2019,2019,jop
JOP,One Run Leads to Another: Minority Incumbents and the Emergence of Lower Ticket Minority Candidates,15/01/2019,2019,jop
JOP,"""Do Nonpartisan Programmatic Policies Generate Partisan Electoral Effects? Evidence from Two Large Scale Experiments""",07/01/2019,2019,jop
JOP,"""Was there a culture war? Partisan polarization and secular trends in U.S. public opinion""",07/01/2019,2019,jop
JOP,How fair is it? An experimental study of perceived fairness of distributive policies,13/12/2018,2018,jop
JOP,What is Regular Order Worth? Partisan Lawmaking and Congressional Processes,10/12/2018,2018,jop
JOP,Man Bites Blue Dog: Are Moderates Really More Electable than Ideologues?,10/12/2018,2018,jop
JOP,"""Personalization of Power and Repression in Dictatorships.""",07/12/2018,2018,jop
JOP,The Shadow of the Future and Bargaining Delay: An Experimental Approach,07/12/2018,2018,jop
JOP,Can Political Alignment be Costly?,02/12/2018,2018,jop
JOP,Replication Data for “Policy and Performance in the New Deal Realignment: Evidence from Old Data and New Methods”,02/12/2018,2018,jop
JOP,Cities in the Statehouse: How Local Governments Use Lobbyists to Secure State Funding,28/11/2018,2018,jop
JOP,"Replication Code for: ""Past Place, Present Prejudice: The Impact of Adolescent Racial Context on White Racial Attitudes""",26/11/2018,2018,jop
JOP,"Conservative Larks, Liberal Owls: The Relationship between Chronotype and Political Ideology",22/11/2018,2018,jop
JOP,Politics in Forgotten Governments: The Partisan Composition of County Legislatures and County Fiscal Policies,20/11/2018,2018,jop
JOP,The Ideological Basis of the Grexit Debate,20/11/2018,2018,jop
JOP,"“And why is that a partisan issue?” Source cues, persuasion, and school lunches",20/11/2018,2018,jop
JOP,"Income Inequality and Congressional Republican Position Taking, 1913-2013",20/11/2018,2018,jop
JOP,Legislative Term Limits and Polarization,20/11/2018,2018,jop
JOP,Replication Data for Government formation as logrolling in high-dimensional issue spaces,11/11/2018,2018,jop
JOP,"More Donors, More Democracy",11/11/2018,2018,jop
JOP,"""Female Autocrats As Role Models? The Effect of Female Leaders on Political Knowledge and Engagement in Vietnam""",11/11/2018,2018,jop
JOP,Do People Really Become More Conservative as They Age?,08/11/2018,2018,jop
JOP,The Gendered Effects of Violence on Political Engagement,02/11/2018,2018,jop
JOP,When Time Is of the Essence: A Natural Experiment on How Time Constraints Influence Elections,23/10/2018,2018,jop
JOP,Public Commitments as Signals of Responsiveness in the European Union,23/10/2018,2018,jop
JOP,The Gender Readings Gap in Political Science Graduate Training,15/10/2018,2018,jop
JOP,"""Boycotting, Buycotting, and the Psychology of Political Consumerism""",08/10/2018,2018,jop
JOP,How Does Hyper-Politicized Rhetoric Affect the U.S. Supreme Court's Legitimacy?,30/09/2018,2018,jop
JOP,"Replication Data for ""Partisan Conflict and Citizens’ Democratic Attitudes: How Partisanship Shapes Reactions to Legislative Brawls""",30/09/2018,2018,jop
JOP,Do Felony Disenfranchisement Laws (De-)Mobilize? The Case of Surrogate Participation,30/09/2018,2018,jop
JOP,"Reform, Representation and Resistance: The Politics of Property Rights' Enforcement",30/09/2018,2018,jop
JOP,The Dynamics of Partisan Identification when Party Brands Change: The Case of the Workers Party in Brazil,24/09/2018,2018,jop
JOP,Facial Dominance and Electoral Success in Times of War and Peace,24/09/2018,2018,jop
JOP,How Large Are The Political Costs of Fiscal Austerity?,17/09/2018,2018,jop
JOP,"Expertise, Networks, and Interpersonal Influence in Congress",17/09/2018,2018,jop
JOP,Shifting Standards: How Voters Evaluate the Qualifications of Female and Male Candidates,17/09/2018,2018,jop
JOP,Why are Subnational Governments Responsive?,17/09/2018,2018,jop
JOP,Prioritized Interests: Diverse Lobbying Coalitions and Congressional Committee Agenda-Setting,10/09/2018,2018,jop
JOP,Government Privatization and Political Participation: The Case of Charter School,10/09/2018,2018,jop
JOP,Countering Capture: Elite Networks and Government Responsiveness in China's Land Market Reform,13/08/2018,2018,jop
JOP,Inequality in the Social Mind: Social Comparison and Support for Redistribution,29/07/2018,2018,jop
JOP,Gender Identity as a Political Cue: Voter Responses to Transgender Candidates,29/07/2018,2018,jop
JOP,Does Global Warming Increase Public Concern About Climate Change?,29/07/2018,2018,jop
JOP,Who Revolts? Empirically Revisiting the Social Origins of Democracy,23/07/2018,2018,jop
JOP,Targeted: The Mobilizing Effect of Perceptions of Unfair Policing Practices,11/07/2018,2018,jop
JOP,"Places to Hide: Terrain, Ethnicity and Civil Conflict",11/07/2018,2018,jop
JOP,"""E Pluribus Unum? How Ethnic and National Identity Motivate Individual Reactions to a Political Ideal""",07/07/2018,2018,jop
JOP,Do Local Party Chairs Think Women and Minority Candidates Can Win? Evidence from a Conjoint Experiment,29/06/2018,2018,jop
JOP,Military Coalitions and Crisis Duration,29/06/2018,2018,jop
JOP,"Infectious Disease, Disgust, and Imagining the Other",20/06/2018,2018,jop
JOP,"""Partisanship in the Trump Era""",20/06/2018,2018,jop
JOP,"""Dodging the Rules in Trump's Republican Congress""",17/06/2018,2018,jop
JOP,"""The Constraining Power of the Purse: Executive Discretion and Legislative Appropriations""",13/06/2018,2018,jop
JOP,The 115th Congress and Questions of Party Unity in a Polarized Era,13/06/2018,2018,jop
JOP,Post-Political Careers: How Politicians Capitalize on Public Office,12/06/2018,2018,jop
JOP,The electoral appeal of party strategies in post-industrial societies: when can the Mainstream Left succeed?,12/06/2018,2018,jop
JOP,Trump and the Party-In-Organization: Presidential Control of National Party Organizations,11/06/2018,2018,jop
JOP,"Governing Coalition Partners’ Images Shift in Parallel, but do not Converge",09/06/2018,2018,jop
JOP,"The Tolerance of Tamils: War-related Experiences, Psychological Pathways, and the Probability of Granting Civil Liberties to Former Enemies",07/06/2018,2018,jop
JOP,'On Board with Banks: Do Banking Connections Help Politicians Win Elections?',05/06/2018,2018,jop
JOP,"The Political Weaponization of Gun Owners: The NRA's Cultivation, Dissemination, and Use of a Group Social Identity",05/06/2018,2018,jop
JOP,"Replication Data for ""Empowering Women? Gender Quotas and Women's Political Careers""",04/06/2018,2018,jop
JOP,Replication Data for Fiscal Capacity and Inequality: Evidence from Brazilian Municipalities,04/06/2018,2018,jop
JOP,Greasing the Wheels of Commerce? Corruption and Foreign Investment,31/05/2018,2018,jop
JOP,What Makes Foreign Policy Teams Tick: Explaining Variation in Group Performance At Geopolitical Forecasting,24/05/2018,2018,jop
JOP,"Replication Data for One Party States and Legislator Extremism in the U.S. House, 1876-2012",24/05/2018,2018,jop
JOP,"""Getting Rich Too Fast? Voters' Reactions to Politicians' Wealth Accumulation""",23/05/2018,2018,jop
JOP,Mutual Optimism and Costly Conflict: The Case of Naval Battles in the Age of Sail,17/05/2018,2018,jop
JOP,Knock out Blows or the Status Quo? Momentum in the 2016 Primaries,15/05/2018,2018,jop
JOP,Economists and Public Opinion: Expert Consensus and Economic Policy Judgments,12/05/2018,2018,jop
JOP,Casual Physical Contact and Out-group Bias: Experimental Evidence from Afghanistan,08/05/2018,2018,jop
JOP,The Power to Appoint: Presidential Nominations and Change on the Supreme Court,03/05/2018,2018,jop
JOP,Gendered Political Contexts: The Gender Gap in Political Knowledge,03/05/2018,2018,jop
JOP,"Replication Data for ""How Autocrats Manipulate Economic News: Evidence from Russia’s State-Controlled Television.""",01/05/2018,2018,jop
JOP,How Negative Sentiment towards Muslim Americans Predicts Support for Trump in the 2016 Presidential Election,27/04/2018,2018,jop
JOP,Implicit Attitudes Toward an Authoritarian Regime,25/04/2018,2018,jop
JOP,Are Donation-Based Measures of Ideology Valid Predictors of Individual-Level Policy Preferences?,25/04/2018,2018,jop
JOP,The Divided Labor of Attack Advertising in Congressional Campaigns,24/04/2018,2018,jop
JOP,Guilt by Association: White Collective Guilt in American Politics,23/04/2018,2018,jop
JOP,"""Bounding Partisan Approval Rates Under Endogenous Partisanship: Why High Presidential Partisan Approval May Not Be What It Seems""",23/04/2018,2018,jop
JOP,"Replication Data for ""How Dispositional Empathy Influences Political Ambition""",18/04/2018,2018,jop
JOP,"Politicization and Expertise: Exit, Effort, and Investment",15/04/2018,2018,jop
JOP,Why friends and neighbors? Explaining the electoral appeal of local roots,09/04/2018,2018,jop
JOP,"""A Race to the Middle. The Politics of Interstate Cost Distribution and Welfare State Expansion""",09/04/2018,2018,jop
JOP,The Impact of Personalized Information on Vote Intention: Evidence from a Randomized Field Experiment,04/04/2018,2018,jop
JOP,Groceries for Votes: The Electoral Returns of Vote Buying,03/04/2018,2018,jop
JOP,"Elections, Protest and Trust in Government: A Natural Experiment from Russia",27/03/2018,2018,jop
JOP,Patronage Appointments and Agency Independence,27/03/2018,2018,jop
JOP,The Muted Consequences of Correct Information about Immigration,27/03/2018,2018,jop
JOP,The Credibility of Party Policy Rhetoric: Survey Experimental Evidence,25/03/2018,2018,jop
JOP,"""Who's to Blame? Political Centralization and Electoral Punishment under Authoritarianism""",23/03/2018,2018,jop
JOP,A Signaling Theory of Distributive Policy Choice: Evidence from Senegal,23/03/2018,2018,jop
JOP,"""How Incivility on Partisan Media (De-)Polarizes the Electorate""",22/03/2018,2018,jop
JOP,"Pivotal Politics, Partisan Polarization, and Policy Predictability",19/03/2018,2018,jop
JOP,"Replication Data for ""Economic Institutions and Autocratic Breakdown: Monetary Constraints and Fiscal Spending in Dominant-Party Regimes""",16/03/2018,2018,jop
JOP,"Replication Data for ""We all Agree: Strict Voter ID Laws Disproportionately Burden Minorities""",12/03/2018,2018,jop
JOP,Nonpartisans as False Negatives: The Mismeasurement of Party Identification in Public Opinion Surveys,12/03/2018,2018,jop
JOP,"Strength in Expectation: Elections, Economic Performance and Authoritarian Breakdown",06/03/2018,2018,jop
JOP,A Tale of Two Democrats: How Authoritarianism Divides the Democratic Party,04/03/2018,2018,jop
JOP,Party Calls and Reelection in the U.S. Senate,04/03/2018,2018,jop
JOP,Everybody Hurts Sometimes: How Personal and Collective Insecurities Shape Policy Preferences,01/03/2018,2018,jop
JOP,Conspiracy and Misperception Belief in the Middle East and North Africa,25/02/2018,2018,jop
JOP,"The Differential Effects of ""Democratic"" Institutions on Dissent in Dictatorships",25/02/2018,2018,jop
JOP,Natural Resource Exploitation and Sexual Violence by Rebel Groups,20/02/2018,2018,jop
JOP,Economic Responsiveness and the Political Conditioning of the Electoral Cycle,20/02/2018,2018,jop
JOP,"""How Attribution Inhibits Accountability: Evidence from Train Delays""",20/02/2018,2018,jop
JOP,"Having their Say: Authority, Voice, and Satisfaction with Democracy",20/02/2018,2018,jop
JOP,The Social Costs of Public Political Participation: Evidence from a Petition Experiment in Lebanon,20/02/2018,2018,jop
JOP,Inter-regional Inequality and the Dynamics of Government Spending,20/02/2018,2018,jop
JOP,Socialization or experience? Institutional trust and satisfaction with democracy among emigrants in different institutional settings,20/02/2018,2018,jop
JOP,Framing and Blame Attribution in Populist Rhetoric,14/02/2018,2018,jop
JOP,"Uncertainty, Cleavages and Ethnic Coalitions",14/02/2018,2018,jop
JOP,Redistributive Political Transitions: Minority Rule and Liberation Wars in Colonial Africa,12/02/2018,2018,jop
JOP,Can Development Aid Empower Women? Evidence from a Field Experiment in the Congo,12/02/2018,2018,jop
JOP,Intra-Elite Competition and Long-Run Fiscal Development,04/02/2018,2018,jop
JOP,"Political Issues, Evidence, and Citizen Engagement: The Case of Unequal Access to Affordable Health Care",01/02/2018,2018,jop
JOP,Electoral Volatility in Latin America,26/01/2018,2018,jop
JOP,Politicization and Responsiveness in Executive Agencies,25/01/2018,2018,jop
JOP,Actions Versus Consequences in Political Arguments: Insights from Moral Psychology,25/01/2018,2018,jop
JOP,Legislative Effectiveness in the United States Senate,17/01/2018,2018,jop
JOP,"""Restrained Change: Party Systems in Times of Economic Crisis""",16/01/2018,2018,jop
JOP,"""Crime, Conflict and the Legitimacy Tradeoff: Explaining Variation in Insurgents' Participation in Crime""",12/01/2018,2018,jop
JOP,"""Gerrymandering Incumbency: Does Nonpartisan Redistricting Increase Electoral Competition?""",12/01/2018,2018,jop
JOP,The Absence of Consumer Interests in Trade Policy,11/01/2018,2018,jop
JOP,The Structure of Ethnic Inequality and Ethnic Voting,11/01/2018,2018,jop
JOP,Party Leader or Party Reputation Concerns? How Vertical Partisan Alignment Reins in Subnational Fiscal Profligacy,11/01/2018,2018,jop
JOP,"""When Does a Group of Citizens Influence Policy? Evidence from Senior Citizen Participation in City Politics""",10/01/2018,2018,jop
JOP,"""Economic Reasoning with a Racial Hue: Is the Immigration Consensus Purely Race Neutral?""",17/12/2017,2017,jop
JOP,"Elite Coalitions, Limited Government, and Fiscal Capacity Development: Evidence from Bourbon Mexico",17/12/2017,2017,jop
JOP,Genetic Attributions: Sign of Intolerance or Acceptance?,15/12/2017,2017,jop
JOP,"""Signaling sophistication: How social expectations can increase political information acquisition""",11/12/2017,2017,jop
JOP,"Replication Data for ""Legislative Rules in an Electoral Authoritarian System""",07/12/2017,2017,jop
JOP,Can the Government Deter Discrimination? Evidence from a Randomized Intervention in New York City,04/12/2017,2017,jop
JOP,The Importance of Knowing ‘What Goes With What’: Reinterpreting the Evidence on Policy Attitude Stability,01/12/2017,2017,jop
JOP,Measuring Morality in Political Attitude Expression,29/11/2017,2017,jop
JOP,Revolving Door Lobbyists and the Value of Congressional Staff Connections,29/11/2017,2017,jop
JOP,Resist to Commit: Concrete Campaign Statements and the Need to Clarify a Partisan Reputation,26/11/2017,2017,jop
JOP,Social Signals and Participation in the Tunisian Revolution,21/11/2017,2017,jop
JOP,The Pathology of Hard Propaganda,20/11/2017,2017,jop
JOP,Language Influences Public Attitudes Toward Gender Equality,01/11/2017,2017,jop
JOP,The Effect of the Voting Rights Act on Enfranchisement: Evidence from North Carolina,25/10/2017,2017,jop
JOP,"Share the Name, Share the Vote: A Natural Experiment of Name Recognition",25/10/2017,2017,jop
JOP,"Multiple Measurements, Elusive Agreement, and Unstable Outcomes in the Study of Regime Change",23/10/2017,2017,jop
JOP,"Decomposing Public Opinion Variation into Ideology, Idiosyncrasy and Instability",18/10/2017,2017,jop
JOP,The Home as a Political Fortress; Family Agreement in an Era of Polarization,12/10/2017,2017,jop
JOP,Selling ourselves short? How abbreviated measures of personality change the way we think about personality and politics,10/10/2017,2017,jop
JOP,"Replication Data for ""Nice Girls? Sex, Collegiality, and Bipartisan Cooperation in the U.S. Congress""",09/10/2017,2017,jop
JOP,Electoral and Partisan Cycles in Counterterrorism,05/10/2017,2017,jop
JOP,Policing the Administrative State,05/10/2017,2017,jop
JOP,"""The Electoral Consequences of Issue Frames""",02/10/2017,2017,jop
JOP,The Delegate Paradox: Why Polarized Politicians Can Represent Citizens Best,28/09/2017,2017,jop
JOP,From Pork to Policy: The Rise of Programmatic Campaigning in Japanese Elections,28/09/2017,2017,jop
JOP,Could global democracy satisfy diverse policy values? An empirical analysis,20/09/2017,2017,jop
JOP,Polarized Mass or Polarized Few? Assessing the Parallel Rise of Survey Non-Response and Measures of Polarization,20/09/2017,2017,jop
JOP,Corruption as an Only Option: The Limits to Electoral Accountability,18/09/2017,2017,jop
JOP,"Information, Knowledge and Attitudes: An Evaluation of the Taxpayer Receipt",15/09/2017,2017,jop
JOP,"Replication Data for ""Voter Reactions to Incumbent Opportunism""",14/09/2017,2017,jop
JOP,Comment on “Voter Identification Laws and the Suppression of Minority Votes”,14/09/2017,2017,jop
JOP,"Science, Sexuality, and Civil Rights: Does Information on the Causes of Sexual Orientation Change Attitudes?",14/09/2017,2017,jop
JOP,Replication Data for Elite Perceptions of Agency Ideology and Workforce Skill,12/09/2017,2017,jop
JOP,Ethnocentrism Reduces Foreign Direct Investment,11/09/2017,2017,jop
JOP,"""Do Enclaves Remediate Social Inequality?""",05/09/2017,2017,jop
JOP,Mirrors for Princes and Sultans:Advice on the Art of Governance in the Medieval Christian and Islamic Worlds,05/09/2017,2017,jop
JOP,"Cabinets, Committees and Careers: The Causal Effect of Committee Service",05/09/2017,2017,jop
JOP,Do Shark Attacks Influence Presidential Elections? Reassessing a Prominent Finding on Voter Competence,29/08/2017,2017,jop
JOP,"Clayton and Zetterberg ""Quota Shocks: Electoral Gender Quotas and Government Spending Priorities Worldwide""",29/08/2017,2017,jop
JOP,"How Politics Affects Religion: Partisanship, Socialization, and Religiosity in America",29/08/2017,2017,jop
JOP,Electoral Rules and Partisan Control of Government: A Replication Study,24/08/2017,2017,jop
JOP,The Parties in our Heads: Misperceptions About Party Composition and Their Consequences,24/08/2017,2017,jop
JOP,The Promise of Modeling Political Information Transmission as a Game of Telephone,24/08/2017,2017,jop
JOP,Making It Personal: The Role of Leader-Specific Signals in Extended Deterrence,16/08/2017,2017,jop
JOP,"""Pollution Lowers Support for China's Regime: Quasi-Experimental Evidence from Beijing""",15/08/2017,2017,jop
JOP,Free-Riding on Enforcement in the WTO,09/08/2017,2017,jop
JOP,Who Matches? Propensity Scores and Bias in the Causal Effects of Education on Participation,08/08/2017,2017,jop
JOP,"Corruption, accountability and gender: do female politicians face higher standards in public life?",08/08/2017,2017,jop
JOP,Can’t Buy Them Love: How Party Culture among Donors Contributes to the Party Gap in Women’s Representation,02/08/2017,2017,jop
JOP,"Partisan goals, emotions, and political mobilization: The role of motivated reasoning in pressuring others to vote",24/07/2017,2017,jop
JOP,"Polarization, Demographic Change, and White Flight from the Democratic Party",24/07/2017,2017,jop
